Client ID,R2,MAE,MSE,RMSE
5,-2.6674493866410707,106.90117225211085,15705.470708461156,125.32146946338108
15,-5.5200101142287465,24.316593766285816,698.0470320494754,26.420579706915508
17,-4.077344143759903,35.058879737111596,1529.9969898174124,39.11517595278605
11,-10.340604104717299,13.50875485065629,200.20021346651,14.14921246806726
12,-5.948613305904517,45.36987302465588,2404.514980473799,49.03585403022771
13,-5.1283420046718655,14.624739959431933,255.42896032397041,15.982145047645213
3,-100.30571565222587,90.93468486203172,8351.382805181976,91.3859004725673
1,-142.84694518050506,131.34064242157322,17370.71296202965,131.7980005995146
6,-12.866974725148001,74.41856974003689,5967.645606612189,77.25053790500225
8,-1.6944526433341136,7.922719235237813,99.4805293664183,9.97399264920615
10,-2.034605206688531,70.88317466152608,7492.3065690941185,86.55811093764765
2,-20.568478853208397,108.49667438556006,12343.453977342515,111.10109800241632
9,-5.165657049843431,6.6198277303002495,52.2391399829586,7.2276649052760185
19,-5.591957664856522,25.894948008647365,790.0882253671028,28.108508060142622
7,-4.0030613257641585,134.50142586174852,22609.025415164495,150.36297887167737
14,-13.270386689263876,51.29701690550837,2829.1577342020837,53.18982735638539
4,-4.1585010072960396,70.37403028884258,6141.972325553076,78.37073641068505
16,-4.872555913401983,105.2415732909943,13347.274978299034,115.53040715889057
18,-2.7914840600299877,32.461581409238825,1430.1681259229308,37.817563722732466
10,-2.0409537880468958,70.99457633023056,7507.980936788098,86.64860608681538
1,-143.11174558522094,131.46295751027668,17402.689809482177,131.91925488525993
16,-4.882866927368115,105.3514642256938,13370.71007891629,115.63178662857497
3,-100.5518761054426,91.04739727705494,8371.675640221682,91.49686136814574
2,-20.61250234248814,108.61335213832601,12368.648239652102,111.21442460244131
8,-1.7033613738053965,7.949902477216523,99.80944411853258,9.990467662653865
13,-5.168518645672376,14.685151562514745,257.1035205283856,16.034447933383476
12,-5.970321791344167,45.45987536523073,2412.027037361276,49.11239189208031
7,-4.009527332951447,134.61423877783685,22638.245548861276,150.4601128168568
6,-12.902074912563329,74.52272204102252,5982.750954633087,77.34824467712947
5,-2.672029449617971,107.00511989883803,15725.084351989171,125.3996983727998
11,-10.436385723567472,13.573381028446981,201.8910846372968,14.20883825783434
18,-2.804355963567716,32.54766022702788,1435.0234769855085,37.88170372337428
9,-5.195174448179656,6.638475429983063,52.48922906367676,7.244945069748753
17,-4.096020773589891,35.14451116054887,1535.62496905434,39.18705103799392
14,-13.31718208691996,51.39015465403573,2838.4350974639615,53.27696591834
15,-5.553589242379801,24.395804618252,701.6420894702452,26.48852750664418
19,-5.62484506731756,25.97451245244124,794.0299905859396,28.178537765220174
4,-4.170176619654697,70.47480447058561,6155.87390042712,78.45937739000432
10,-2.0344800945768973,70.84995980077129,7491.997672802171,86.55632659027398
2,-20.55286843956355,108.45767556739554,12334.520272573445,111.06088543035052
14,-13.256797729351826,51.26176401358957,2826.463671884637,53.16449634751219
3,-100.22326559594121,90.89443652242042,8344.585834469031,91.34870461297758
12,-5.94242950908714,45.340563240005665,2402.3751244436826,49.01402987353399
9,-5.1211862125170144,6.577620709776838,51.86235640945234,7.201552361085236
5,-2.666624015560226,106.86050315949328,15701.936142617922,125.30736667338405
18,-2.7911516669810106,32.44233566168992,1430.0427454818162,37.815905985204374
17,-4.077879060221781,35.040504490801005,1530.1581805016174,39.11723636073511
8,-1.689305106501827,7.889212113693305,99.29047975085875,9.964460835933812
13,-5.129321781436978,14.613829836837459,255.46979736607275,15.983422579850435
4,-4.156372484469544,70.3365067314251,6139.437998570072,78.35456590761046
6,-12.858367714974497,74.37852253338498,5963.941584107927,77.2265600950083
19,-5.59665019514123,25.88669938626765,790.6506550903537,28.118510897456034
15,-5.523259949317785,24.307793209349164,698.3949667457119,26.4271634260227
11,-10.325481545870744,13.500765227991884,199.93324889555026,14.139775418851258
7,-4.001720311674959,134.45939672812747,22602.965321223877,150.34282597192285
1,-142.77329304775157,131.3021464490098,17361.818855481215,131.7642548473645
16,-4.869977356106364,105.20169415286897,13341.414376241015,115.50504047980337
4,-4.167972476809718,70.43895142584903,6153.249536423647,78.44265125825139
13,-5.155020032316327,14.635755218420726,256.5408990603405,16.01689417647318
6,-12.891497777836458,74.47642630844342,5978.199090017015,77.31881459267863
11,-10.371489101362481,13.52514890035694,200.74543864712504,14.16846634774297
10,-2.039590250859366,70.94072316028445,7504.61442354123,86.62917766861942
9,-5.1717050242902385,6.603008102045136,52.2903820454324,7.231208892393608
17,-4.092515781237138,35.09799871602056,1534.5687814891073,39.173572488210816
16,-4.880243482816492,105.31093012005398,13364.747456109939,115.60600095198319
1,-143.00918960384692,131.41155559173814,17390.305323230128,131.87230688522183
14,-13.302761728514291,51.349730532401956,2835.576207273967,53.25012870664227
15,-5.546638554503803,24.34727523695207,700.8979331027643,26.474477012828117
18,-2.8052238199069355,32.50417549022203,1435.350837052063,37.88602429725324
8,-1.7090430066686264,7.917185086371166,100.01921282472901,10.000960595099304
7,-4.007821992638556,134.57449006594655,22630.53905078637,150.4345008659462
19,-5.618457382345603,25.92592577646236,793.2643857473947,28.164949596038596
2,-20.595923123780988,108.56926822495205,12359.160096121685,111.17175943611618
12,-5.962947133195238,45.416826093639045,2409.4750927912846,49.08640435794096
3,-100.45019574007821,90.99780490301025,8363.293372257218,91.45104358211128
5,-2.672713208211864,106.97399557373183,15728.012477079912,125.41137299734785
11,-10.41542915429912,13.55716042159101,201.52112995037632,14.195813817825885
3,-100.42548299134816,90.98957027602326,8361.256116772824,91.43990440050133
1,-142.96439896540392,131.393972747585,17384.89648175071,131.85179741569968
8,-1.6966738665748533,7.933038864905841,99.56253803128624,9.978102927475053
12,-5.960826742581946,45.42255841188192,2408.741347687095,49.0789297732448
2,-20.58954256236148,108.55285787110671,12355.508555984465,111.15533525649799
18,-2.8007428147722115,32.511554649851924,1433.6605778780001,37.86371056668905
6,-12.886470210394666,74.47409319260144,5976.03547889414,77.30482183469631
19,-5.6160889377295256,25.94604740244426,792.9805125341952,28.159909668431027
10,-2.0377653104733717,70.93777235627327,7500.108726123967,86.60316810673827
9,-5.164182221602502,6.624420457109487,52.22664435462477,7.226800423052014
16,-4.877805961521736,105.29672726689995,13359.207403794335,115.58203754820354
17,-4.090526693609218,35.111934846906635,1533.9693936995402,39.165921330916504
13,-5.1580552086729865,14.665953021174841,256.667405045253,16.020842831925325
15,-5.544485937715669,24.36787411226645,700.6674690798917,26.470124085086788
14,-13.298994829982925,51.35064092429658,2834.8294054986527,53.243116038588994
4,-4.165455514176261,70.4291306903623,6150.25271335096,78.42354693171535
5,-2.670445601997894,106.95149405531748,15718.3016892224,125.37265128098073
7,-4.005932921513133,134.5548882965638,22622.002266144973,150.40612443030693
8,-1.5065310281262376,8.585482048693033,92.54237003134114,9.619894491694861
12,0.020035043135093744,15.178552619367787,339.10944750929656,18.41492458603338
5,0.6446711828169338,30.589246242760833,1521.6587174913784,39.0084441818868
10,0.33646549600967446,29.27859694032721,1638.2374590638417,40.47514618953021
17,0.369312498714259,10.01973767735702,190.0501425865687,13.785867494886519
1,-14.954565167385562,35.65760489913718,1926.6462114220205,43.89357824809935
19,0.01443123682668479,8.453430876219423,118.12671055583967,10.868611252402014
2,-0.6696558693834591,26.28657520332406,955.5296190333244,30.91164212773764
18,-0.27154428470389336,18.729991495122018,479.6333250755108,21.900532529495962
14,-0.23545349968525842,10.604767802191564,244.9332943802577,15.65034486457911
16,0.24801193305421898,33.42055235723415,1709.1351121951998,41.34168734092985
9,-10.097896285533395,8.998277503510423,94.02802538150532,9.696804905818478
13,-1.4036863119224017,8.459844973908096,100.1855143089672,10.009271417489247
4,0.35658482519497825,19.028005637254,766.0826646934776,27.678198364298886
7,0.16621196028243856,48.80150238113542,3767.92003003386,61.38338561886156
6,0.3201709377255816,13.414730251395637,292.56409542391503,17.104505120695983
15,-0.23309404504416187,9.441769230326667,132.01783790220063,11.489901561902114
3,-8.490811475634217,25.2507864438083,782.3981031527696,27.971380072366284
11,-9.075859981926206,11.682951500758882,177.8731803538765,13.336910450095873
