hour,2017-07-02,2017-07-03,2017-07-04,2017-07-05,2017-07-06,2017-07-07,2017-07-08,2017-07-09,2017-07-10,2017-07-11,2017-07-12,2017-07-13,2017-07-14,2017-07-15,2017-07-16,2017-07-17,2017-07-18,2017-07-19,2017-07-20,2017-07-21,2017-07-22,2017-07-23,2017-07-24,2017-07-25,2017-07-26,2017-07-27,2017-07-28,2017-07-29,2017-07-30,2017-07-31,2017-08-01,2017-08-02,2017-08-03,2017-08-04,2017-08-05,2017-08-06,2017-08-07,2017-08-08,2017-08-09,2017-08-10,2017-08-11,2017-08-12,2017-08-13,2017-08-14,2017-08-15,2017-08-16,2017-08-17,2017-08-18,2017-08-19,2017-08-20,2017-08-21,2017-08-22,2017-08-23,2017-08-24,2017-08-25,2017-08-26,2017-08-27,2017-08-28,2017-08-29,2017-08-30,2017-08-31,2017-09-01,2017-09-02,2017-09-03,2017-09-04,2017-09-05,2017-09-06,2017-09-07,2017-09-08,2017-09-09,2017-09-10,2017-09-11,2017-09-12,2017-09-13,2017-09-14,2017-09-15,2017-09-16,2017-09-17,2017-09-18,2017-09-19,2017-09-20,2017-09-21,2017-09-22,2017-09-23,2017-09-24,2017-09-25,2017-09-26,2017-09-27,2017-09-28,2017-09-29,2017-09-30,2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28,2017-10-29,2017-10-30,2017-10-31,2017-11-01,2017-11-02,2017-11-03,2017-11-04,2017-11-05,2017-11-06,2017-11-07,2017-11-08,2017-11-09,2017-11-10,2017-11-11,2017-11-12,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17,2017-11-18,2017-11-19,2017-11-20,2017-11-21,2017-11-22,2017-11-23,2017-11-24,2017-11-25,2017-11-26,2017-11-27,2017-11-28,2017-11-29,2017-11-30,2017-12-01,2017-12-02,2017-12-03,2017-12-04,2017-12-05,2017-12-06,2017-12-07,2017-12-08,2017-12-09,2017-12-10,2017-12-11,2017-12-12,2017-12-13,2017-12-14,2017-12-15,2017-12-16,2017-12-17,2017-12-18,2017-12-19,2017-12-20,2017-12-21,2017-12-22,2017-12-23,2017-12-24,2017-12-25,2017-12-26,2017-12-27,2017-12-28,2017-12-29,2017-12-30,2017-12-31
00:00:00,,114.5125,117.4275,132.02,128.6825,129.275,126.81,126.6075,126.4675,138.5475,137.875,129.3925,124.8325,125.735,125.8425,125.715,128.9475,129.5425,127.6475,131.1175,129.36,126.6675,127.6075,128.86,128.9225,130.46,129.64,129.0825,129.3625,127.345,118.3725,109.955,126.27,114.2575,131.805,125.68,127.545,126.27,125.4475,127.7775,122.395,124.1825,124.52,125.1575,122.2925,129.3875,130.225,126.2475,124.5175,124.85,126.8875,128.7625,128.97,125.48,125.215,125.395,124.68,126.55,125.03,124.75,125.7125,120.785,113.625,130.4375,124.3325,127.29,129.0575,127.5375,126.215,122.77,126.6825,133.7625,121.7675,119.03,118.77,119.63,120.805,116.5125,117.335,119.6975,123.105,121.2225,117.155,116.5225,118.8625,117.27,118.2075,119.5375,117.485,127.3025,125.155,112.3975,114.4875,122.3375,114.8625,117.5,126.5975,123.695,129.2475,123.5525,129.8675,136.01,120.5175,131.465,128.8525,130.5,125.8,128.6575,116.5425,132.97,129.25,135.2075,129.305,134.6375,134.845,133.835,134.275,129.7975,131.0525,97.365,117.83,127.5,123.6625,113.3525,123.0225,114.355,120.985,125.585,125.8325,123.8075,121.92,130.235,125.29,121.5225,119.81,130.1325,127.3125,131.075,122.755,126.57,121.5575,136.31,139.1,137.6075,123.14,124.6125,125.765,121.935,131.1725,125.6725,123.125,127.22,113.415,112.355,114.3225,127.93,132.5525,124.725,127.83,121.735,120.6625,123.8275,121.245,115.9625,121.3125,119.415,118.1175,120.745,118.995,117.3775,116.2325,130.1325,125.5625,125.265,122.89,132.73,131.79,116.205,117.6225,117.2375,115.45,117.2525,132.3575
01:00:00,,117.57,121.4525,136.7,125.9825,131.45,131.0025,125.935,125.6525,135.375,137.7625,133.31,130.7275,131.085,129.46,129.6825,132.875,133.84,130.255,135.9725,131.88,131.4875,130.0825,130.76,133.085,135.225,134.0425,132.08,130.65,130.53,119.9375,113.2675,126.3775,117.1725,138.0725,129.9425,132.8225,130.435,126.2925,126.33,122.3425,124.005,125.3675,128.04,127.0675,132.305,132.0375,128.81,129.6725,127.9575,129.59,126.445,127.48,125.765,125.355,126.3125,126.0975,126.2075,125.7725,123.0825,125.38,124.83,117.2325,132.3,125.4625,127.57,131.7425,129.72,130.805,123.54,126.9775,134.5325,121.9675,118.0875,118.3475,118.325,119.8775,115.15,118.135,119.495,123.1775,122.25,119.27,114.9125,119.4825,115.415,116.395,118.1225,118.18,125.83,123.98,115.8075,117.4075,124.97,116.7325,120.7975,131.955,128.705,131.8225,124.515,130.04,136.3275,119.915,131.2225,129.4275,130.02,126.1575,127.8575,114.0675,132.4975,128.4525,135.7825,127.89,134.05,133.5,132.0425,134.285,127.8175,131.0025,128.795,117.1425,127.4975,127.1825,115.74,128.995,116.145,125.7475,128.78,130.0275,126.1025,120.685,129.5875,128.17,122.3425,119.6925,130.59,127.0125,130.465,122.605,127.72,122.0825,139.0225,138.25,139.2,122.65,124.7775,126.1075,122.4325,130.2025,125.9575,122.715,127.22,116.4025,116.445,117.995,130.9425,136.1675,130.1,131.4625,127.305,121.17,124.6525,122.23,116.555,120.875,118.8,118.2,119.655,122.7775,117.56,116.225,129.31,125.2225,125.1925,123.6,131.32,131.985,116.055,117.35,117.54,115.4125,116.7425,132.31
02:00:00,,115.11,119.4575,134.785,123.7575,130.285,130.1125,125.9875,126.6,133.8175,134.7575,132.84,131.6675,130.3325,126.58,129.1225,131.8575,133.3475,130.855,135.4775,130.4775,129.04,129.89,131.785,132.055,132.8825,132.755,129.5925,128.0225,130.8525,118.55,111.865,123.735,115.3475,136.895,127.275,131.325,130.4725,126.3725,127.4075,122.6425,123.8825,124.585,127.51,125.8525,132.5225,132.0725,127.735,126.5475,126.3425,129.275,129.65,126.7125,127.2025,126.4175,124.7375,125.665,127.15,126.4175,124.08,126.87,121.71,116.485,130.53,121.845,127.34,131.6225,128.265,130.5275,123.4675,128.415,134.465,121.53,119.78,120.6575,119.625,120.125,114.9,120.8325,122.3,124.7625,123.0525,118.2475,119.1225,118.415,115.8175,117.675,120.605,119.3975,126.6925,125.6925,114.54,115.9625,122.57,115.9225,120.445,129.23,130.7325,131.5125,124.87,130.465,135.8525,120.4375,131.935,130.105,130.1575,128.5025,127.98,116.1925,132.85,128.09,133.73,126.4925,136.5325,131.88,130.1375,133.6325,124.69,133.8625,129.7175,117.11,128.8925,125.725,115.3375,126.905,116.5325,121.08,125.7475,129.61,126.7725,121.5975,132.2275,132.9,122.335,119.62,130.2175,126.72,131.53,122.745,127.5125,121.865,139.1725,137.8525,138.5175,122.32,124.01,125.71,122.4125,130.1625,125.515,122.7725,126.845,114.295,115.1375,118.6925,131.6275,136.1675,129.785,131.66,124.7,122.23,125.41,123.0275,116.19,121.7825,118.3975,117.5675,120.9275,125.225,116.46,115.7975,129.05,125.005,124.775,123.4125,131.465,131.5975,116.2025,116.98,117.7675,115.465,116.3425,130.0325
03:00:00,,115.4775,115.43,128.1625,120.6075,128.46,126.14,124.7925,125.8475,125.3575,136.9575,130.8575,128.425,125.76,123.32,128.0175,129.0725,130.1075,127.96,132.05,129.0525,125.9375,126.455,128.5375,129.1775,130.2725,128.4675,128.2525,128.975,127.395,116.415,112.3425,120.99,114.245,130.9925,129.2225,129.1475,128.36,123.6875,126.5025,121.7825,122.425,122.3275,125.1,123.045,130.835,129.405,124.93,124.6275,124.84,127.4125,127.8325,127.4475,125.2375,125.3,125.045,125.835,128.035,125.93,123.8625,124.335,121.815,114.9375,130.0725,116.91,122.4075,127.97,127.205,127.725,124.925,124.9375,135.0625,121.565,118.0175,120.5825,118.485,119.0625,114.45,117.92,119.81,122.3575,119.7975,117.865,119.9175,119.2625,114.5325,117.3975,119.28,117.8675,124.56,122.9175,114.08,115.115,123.1375,113.0175,117.3075,127.085,127.0825,127.17,122.6775,130.8425,132.175,120.2525,130.6975,128.3475,130.0175,126.6925,125.665,115.2675,133.3,125.7,131.875,127.475,136.8825,134.4425,129.985,134.15,121.4975,133.8375,128.2075,116.81,129.88,123.21,114.02,123.645,115.7075,120.345,126.505,126.535,123.53,120.61,129.92,129.72,120.45,120.3925,129.3875,126.0075,132.72,123.5975,126.9775,122.0425,139.55,139.0725,135.3975,122.6225,124.3925,125.41,122.1875,129.22,126.2225,123.785,126.5875,114.7775,111.51,116.7625,128.245,131.42,127.0625,127.3675,122.4775,122.775,124.2575,121.3825,117.9875,123.22,120.28,120.9875,121.43,128.2975,119.155,117.6975,131.57,133.425,127.2925,122.3025,130.1825,131.57,117.515,118.75,118.4475,116.8025,116.64,126.7525
04:00:00,,114.85,115.27,124.985,119.01,129.5625,126.8475,125.6575,126.3275,122.4975,131.4925,128.5,128.82,128.0325,124.835,127.6925,128.2975,128.3175,126.9425,131.4725,128.03,126.17,125.805,127.1775,129.65,130.4475,127.61,127.53,127.4325,127.0825,115.7175,111.0675,120.735,114.095,130.73,126.53,129.19,127.9275,124.085,126.93,122.2475,122.765,122.7475,125.265,122.4875,129.9725,128.08,124.77,125.2,124.605,126.59,127.755,125.13,124.76,124.46,125.63,126.245,126.4825,126.325,124.2975,124.675,121.825,112.2375,128.4725,115.2075,119.94,127.4525,124.34,127.645,123.6025,124.1025,136.2175,122.27,117.56,122.185,117.95,119.285,115.7425,115.8375,116.74,122.585,118.985,121.0,121.5075,118.6075,113.3775,116.575,120.8775,119.4925,124.7375,124.5075,113.5125,113.955,123.5425,112.3275,116.795,125.905,125.8125,125.815,125.095,130.48,130.8375,120.1,129.99,129.9425,128.8375,126.445,124.6825,114.935,133.575,123.635,132.715,124.9225,135.185,135.25,129.8075,133.195,120.8375,134.37,129.65,117.265,128.3725,120.7875,113.2525,124.4425,115.5775,115.695,125.005,126.64,123.035,121.485,129.675,128.2525,117.725,119.225,129.2325,123.55,133.6975,122.3925,126.7575,122.0475,139.465,138.335,132.67,122.46,124.9975,125.58,122.1675,127.42,126.4975,123.81,126.7275,113.8475,110.675,114.475,129.4325,131.95,125.6125,119.7375,122.355,123.0425,125.3675,121.4175,116.8925,121.92,118.1175,117.8525,120.245,125.3625,116.89,116.78,130.385,131.6525,127.39,121.97,130.8925,127.6775,116.7075,117.21,116.945,115.7725,116.4275,124.1775
05:00:00,,114.585,117.1975,123.2525,121.375,132.1725,125.3675,124.14,125.665,121.9175,128.7875,128.85,129.4725,125.285,123.31,130.53,129.3525,130.165,130.325,131.965,125.74,126.8075,128.6575,129.815,131.4725,131.3675,131.1875,127.0875,126.1,128.3475,116.21,110.0275,121.0175,114.075,132.8175,132.9875,127.865,130.14,123.7,127.3425,122.14,122.93,121.89,126.625,124.915,132.87,130.965,125.7875,124.045,123.5675,126.725,127.4775,125.8725,123.545,124.4,124.665,125.5775,126.3575,124.5475,124.0725,125.535,122.05,111.9925,126.67,114.825,124.21,133.4,126.595,124.7225,123.8425,124.405,135.9,121.3675,118.8725,121.9,117.97,119.8625,115.3325,115.045,115.7325,122.525,118.8675,121.4,123.9375,118.235,113.6025,118.1825,120.985,119.355,126.1675,122.6525,114.3275,114.375,123.2375,116.885,120.2,125.615,128.3375,126.4675,122.85,131.5875,130.245,120.73,130.925,129.94,129.115,127.2525,125.3275,115.6875,134.7675,121.25,132.43,124.105,137.0025,134.945,133.2,134.7525,122.5,134.7025,129.33,117.7575,130.6375,120.3925,113.6925,125.7625,120.9025,120.7525,125.3125,126.2775,125.2325,121.02,131.0825,127.9825,120.42,119.825,130.1825,120.8125,133.555,122.69,126.07,121.915,142.6275,138.93,132.685,122.8025,124.965,125.5375,122.09,128.735,126.2175,122.9575,126.96,114.8125,111.51,115.2575,136.7325,134.41,129.1925,122.3475,121.8575,124.8575,126.795,121.285,116.78,122.4975,118.035,119.3325,120.5025,127.905,118.74,117.255,130.25,130.97,126.8725,124.38,132.0575,125.4475,116.3025,116.8625,116.6725,115.525,118.255,122.59
06:00:00,,118.915,123.1175,126.625,128.1875,139.13,127.7375,124.78,126.1375,122.5675,126.445,139.615,133.4075,128.095,125.4875,137.84,134.7825,135.9,132.585,139.2025,127.3575,127.68,135.82,137.0975,140.65,138.1775,135.93,134.43,125.8125,131.655,115.965,113.735,123.67,116.0225,138.0575,140.0375,130.885,133.615,124.86,126.57,122.4775,123.25,122.6075,132.19,133.9325,137.4375,138.2575,131.8025,123.83,124.74,125.165,127.8025,125.12,125.81,125.27,125.0175,124.78,128.77,126.2525,123.525,124.525,124.7475,116.09,129.2325,115.875,136.745,138.61,126.51,126.61,124.79,125.4925,136.6475,120.9075,120.4225,121.7375,119.685,120.3075,114.39,115.0025,113.9725,123.9625,120.2525,123.635,118.555,118.0875,113.9775,118.5225,120.4025,115.4775,126.8825,122.3575,118.95,117.025,126.1375,122.54,127.56,124.745,130.55,134.2275,123.3025,131.5325,129.845,120.5675,132.3025,129.4,129.0575,127.29,125.8925,116.6925,132.6625,120.2775,132.285,123.8425,138.77,133.9375,133.6125,132.035,120.2925,132.24,127.875,117.1975,131.9225,119.7275,113.8675,126.0475,129.5525,133.6575,125.165,129.3525,128.855,121.6275,130.2075,126.79,120.48,121.7575,131.74,121.66,131.4975,123.075,125.7675,122.0575,143.87,141.3025,133.82,124.645,126.7525,124.345,122.2575,130.9225,127.705,124.24,127.555,117.345,111.4375,118.84,139.5975,138.92,135.0575,127.4375,123.535,124.5825,127.265,121.5175,118.14,122.93,119.8725,118.945,120.53,127.9975,121.8775,117.29,131.1075,131.56,129.9075,121.725,129.6675,124.3525,116.485,117.88,116.84,118.565,121.6575,121.865
07:00:00,,126.8025,138.7825,134.7575,143.355,151.76,131.0,128.255,128.1075,123.56,129.3175,146.96,143.5525,131.305,128.505,149.195,149.97,146.6425,143.17,147.7275,131.775,128.865,148.88,143.915,155.6475,146.77,145.7825,143.145,130.65,143.6525,118.0725,125.2175,134.63,131.36,149.055,145.36,142.8475,142.6475,129.4225,126.4475,123.1625,126.285,125.305,141.065,142.3975,147.2825,146.7875,140.85,129.03,129.165,140.6225,137.4875,134.79,134.0225,133.0475,135.545,125.8175,131.2725,134.4125,130.475,131.315,124.85,127.6025,137.0725,121.6625,153.3725,146.8175,129.5225,141.845,130.7125,133.0125,133.7425,123.7575,126.935,128.6375,127.6075,120.1725,116.0675,126.3075,126.91,129.06,126.9,132.905,119.505,119.04,126.205,126.135,127.6825,120.6225,134.635,127.655,127.46,126.6425,135.8275,136.46,150.435,128.8375,150.0325,140.4425,124.0925,139.9675,127.4025,120.57,137.5,134.47,128.405,128.765,134.0675,126.8275,138.5875,130.895,134.6,126.1,143.7925,136.1575,141.72,139.3125,126.2625,133.33,128.8875,117.1,128.375,126.3775,118.36,129.02,151.5675,158.17,128.4775,144.14,137.885,127.4975,136.1925,126.435,120.8025,122.7475,130.1125,119.035,131.885,123.8475,125.99,121.86,144.06,140.05,135.1825,125.3175,127.1175,125.875,121.43,131.55,130.6275,126.6125,130.7925,123.1275,114.3375,120.765,158.5775,154.835,144.26,146.005,138.4125,128.2875,134.325,121.2425,122.365,127.22,122.32,122.505,122.4925,127.9025,121.1225,120.3225,134.8975,134.76,131.2375,120.75,131.375,124.09,116.185,117.285,116.79,118.025,123.045,121.82
08:00:00,,142.6075,144.4925,135.2975,139.83,157.76,129.0325,135.295,127.8675,130.4275,131.5,157.47,150.8,131.7225,127.3175,152.7,155.965,151.35,145.905,152.0375,129.9575,129.76,152.8225,149.2675,157.2725,152.045,158.3025,138.1075,129.47,142.225,117.31,140.2475,150.1525,137.135,159.87,151.2975,144.265,142.335,136.7125,126.985,131.535,136.865,124.6,146.0175,150.45,154.0,155.745,146.8225,128.025,128.225,141.7625,139.805,141.545,141.725,135.1875,137.04,127.2875,136.55,135.7525,134.3275,133.1525,128.7025,135.575,145.49,122.53,162.2025,146.0125,129.95,141.6425,129.1925,138.7175,136.91,126.99,133.525,136.015,131.11,122.6675,117.1275,131.345,134.35,130.6525,128.665,132.7725,119.2625,118.5575,135.43,133.18,130.72,130.8725,138.7725,130.97,133.1525,136.415,145.84,145.81,164.3425,126.31,150.71,142.65,123.84,140.615,136.24,119.7875,138.955,134.36,128.8825,127.81,139.605,135.54,141.67,140.1075,136.1325,125.9725,145.7375,142.215,144.42,145.545,133.6625,133.84,127.4675,116.4575,142.835,129.35,129.4375,135.135,154.33,171.9175,127.4175,148.645,139.715,129.8125,140.83,127.4075,133.835,132.7775,141.4275,128.5275,143.05,135.435,127.64,121.385,151.31,148.22,153.46,132.705,135.29,136.6775,120.935,140.89,135.46,133.5125,137.1975,130.0675,112.7225,119.6675,151.665,161.7625,143.8175,152.2675,132.38,133.345,139.6575,120.81,136.5725,131.045,134.62,137.3775,122.98,127.855,127.4975,122.9425,139.2875,139.5175,136.2425,118.035,129.3025,119.385,116.85,117.3175,116.2625,117.265,126.21,121.3675
09:00:00,,144.6575,145.69,133.8975,142.6975,160.975,128.0075,142.1675,127.1525,139.1825,137.5225,159.7425,152.775,128.4675,124.5375,157.6925,165.1025,150.6025,147.14,156.0975,128.9975,127.5125,156.7725,151.1525,154.8975,151.54,153.8025,133.795,127.285,144.83,116.25,144.225,153.7225,139.1675,163.5275,148.2775,138.605,143.195,144.2575,126.685,136.4075,140.4,122.8225,149.795,149.375,153.1075,156.615,149.5575,126.71,128.05,142.9775,143.45,140.9575,144.925,140.2875,133.7875,128.205,139.585,136.66,138.7525,136.92,134.1925,137.145,152.9225,124.1575,163.635,147.78,128.96,143.8275,130.365,144.72,144.3275,128.51,137.08,140.565,134.4275,123.395,121.67,138.65,136.3725,134.91,137.2875,136.77,118.89,118.3525,137.6675,135.8925,134.2675,133.325,138.5725,132.865,139.185,141.145,152.4425,152.0125,160.76,126.175,154.2225,143.0725,122.99,142.23,143.995,119.1475,140.5975,135.1375,128.515,128.37,144.8225,146.305,143.485,143.055,132.86,126.2475,145.6425,143.93,146.0725,147.28,143.1925,132.615,128.0425,116.1975,146.6325,135.9025,134.0725,135.6575,153.7525,176.6525,125.9275,156.0925,140.0575,131.26,141.395,128.5875,136.5825,137.0975,148.29,136.78,141.6725,138.26,128.015,120.995,156.9275,152.195,156.425,139.335,138.7925,132.7075,120.745,143.7775,141.07,136.365,138.8575,136.995,111.01,118.165,158.7975,161.225,148.3625,154.0,129.725,138.2775,146.0625,119.38,140.0475,135.005,137.91,141.07,122.975,127.61,129.0,131.62,140.375,143.49,136.905,119.555,130.77,118.02,115.79,117.7925,116.3275,115.5325,126.01,121.07
